source,name,num_samples_original,num_features_original,num_samples_after_preprocessing,num_features_after_preprocessing,num_classes,class_distribution,feature_types,linear_models_pa_classifier_f1_macro_mean,linear_models_pa_classifier_f1_macro_std,linear_models_pa_classifier_precision_macro_mean,linear_models_pa_classifier_precision_macro_std,linear_models_pa_classifier_recall_macro_mean,linear_models_pa_classifier_recall_macro_std,linear_models_ridge_classifier_f1_macro_mean,linear_models_ridge_classifier_f1_macro_std,linear_models_ridge_classifier_precision_macro_mean,linear_models_ridge_classifier_precision_macro_std,linear_models_ridge_classifier_recall_macro_mean,linear_models_ridge_classifier_recall_macro_std,nonlinear_models_gnb_classifier_f1_macro_mean,nonlinear_models_gnb_classifier_f1_macro_std,nonlinear_models_gnb_classifier_precision_macro_mean,nonlinear_models_gnb_classifier_precision_macro_std,nonlinear_models_gnb_classifier_recall_macro_mean,nonlinear_models_gnb_classifier_recall_macro_std,nonlinear_models_rbf_svc_f1_macro_mean,nonlinear_models_rbf_svc_f1_macro_std,nonlinear_models_rbf_svc_precision_macro_mean,nonlinear_models_rbf_svc_precision_macro_std,nonlinear_models_rbf_svc_recall_macro_mean,nonlinear_models_rbf_svc_recall_macro_std,tree_models_catboost_f1_macro_mean,tree_models_catboost_f1_macro_std,tree_models_catboost_precision_macro_mean,tree_models_catboost_precision_macro_std,tree_models_catboost_recall_macro_mean,tree_models_catboost_recall_macro_std,tree_models_extra_trees_f1_macro_mean,tree_models_extra_trees_f1_macro_std,tree_models_extra_trees_precision_macro_mean,tree_models_extra_trees_precision_macro_std,tree_models_extra_trees_recall_macro_mean,tree_models_extra_trees_recall_macro_std,variance_explained_5_components,avg_feature_correlation,max_correlation,intrinsic_dimensionality,pca_variance,outlier_fraction
openml,mfeat-morphological,2000,6,2000,6,10,"{'1': 200, '2': 200, '3': 200, '4': 200, '5': 200, '6': 200, '7': 200, '8': 200, '9': 200, '10': 200}",{'numeric': 6},0.41854968114313024,0.036613157750200145,0.5833545628482268,0.09055755193315389,0.4715000000000001,0.03849025850783549,0.569106939410825,0.008778206376981663,0.6016989400695667,0.02499095546278936,0.6209999999999999,0.008154753215150034,0.3590913736307447,0.021490239706137837,0.3396026376473025,0.027554813668629663,0.41899999999999993,0.011247221879201966,0.4228648010197582,0.015313020393562514,0.39620997955000065,0.017554529649986023,0.4795,0.015116216457830949,0.7326465607352683,0.02331048648617878,0.7378991725734053,0.022456354467724867,0.736,0.020530465167647807,0.6853479265817309,0.02310634622298243,0.6947125956190833,0.025147238821194722,0.6900000000000001,0.022416511771459875,0.9976700111695079,0.25077510218545485,0.9506435549274996,5.805178624955465,1,0.00075
openml,mfeat-pixel,2000,240,2000,240,10,"{'1': 200, '2': 200, '3': 200, '4': 200, '5': 200, '6': 200, '7': 200, '8': 200, '9': 200, '10': 200}",{'categorical': 240},0.9408414174195772,0.011199620022942057,0.9432121549321636,0.010989240179131684,0.9410000000000001,0.011135528725660033,0.9281210305996238,0.012779794556928821,0.9304070744539802,0.011869020831763529,0.9285,0.012409673645990884,0.9265596477880227,0.005325099800755609,0.9301233470841911,0.005593337584551929,0.9264999999999999,0.0051478150704934635,0.9238090394611014,0.010885230008611907,0.9252386378168984,0.01056596036062622,0.924,0.010793516572461451,0.9648145358759981,0.0037913956648156296,0.9661765321924607,0.0033352004804544106,0.9650000000000001,0.003535533905932725,0.947253690516525,0.014283204878425913,0.94907274567162,0.0135489500258333,0.9475,0.014053469322555256,0.4298276535306032,0.07643582058665847,0.9235150484957473,21.46742602125524,88,0.0010354166666666667
openml,mfeat-zernike,2000,47,2000,47,10,"{'1': 200, '2': 200, '3': 200, '4': 200, '5': 200, '6': 200, '7': 200, '8': 200, '9': 200, '10': 200}",{'numeric': 47},0.7966469051861356,0.019785792553190136,0.8018984454008855,0.021461444897486442,0.8015000000000001,0.02113054660911548,0.785824880010425,0.010724473047813541,0.7839457799670402,0.013956784214930856,0.7979999999999998,0.01041633332799988,0.7379681582882774,0.016625179458813488,0.7397929020555492,0.01577989311179694,0.7425,0.015572411502397361,0.8196098563495363,0.010946107225877648,0.8177151713133786,0.011964714918215881,0.8254999999999999,0.01017349497468793,0.7741446933186065,0.011216636430012666,0.7734080880176956,0.011112096690477729,0.7775000000000001,0.011726039399558541,0.735227905903038,0.016918451541846277,0.7400251626349277,0.012192998521318813,0.7464999999999999,0.014543039572249032,0.6537601961727411,0.11144057811104556,0.9978422697825947,14.797108282058781,13,0.007617021276595744
openml,cmc,1473,9,1473,9,3,"{'1': 629, '2': 333, '3': 511}","{'numeric': 2, 'categorical': 4, 'binary': 3}",0.4102401683952869,0.036900104092504646,0.4242645414584529,0.04410888531289857,0.426228486218953,0.041801528492458724,0.49878280198037545,0.02361728900675291,0.5105095736138707,0.026383677835382535,0.5151249004404609,0.02523625036609374,0.47616204701750886,0.022020520935228303,0.49208182014191254,0.02053662699500936,0.5008175433118451,0.024896628750750927,0.517572795616799,0.023252250629469763,0.5200683286339287,0.022080793159137333,0.5218745407228917,0.02417522766521472,0.5361624343596847,0.025711037007081383,0.5434527779103095,0.02723409596620926,0.5333488287672934,0.025061698451426893,0.5079585902594443,0.020208370929012367,0.521101266594522,0.01475309682678549,0.5259395322801785,0.020432984065916395,0.7839273380281843,0.07869450667556177,0.6157784054648964,8.015219796165532,2,0.009579844610394508
openml,mushroom,8124,22,8124,22,2,"{'p': 3916, 'e': 4208}","{'categorical': 17, 'binary': 5}",0.9792793630418103,0.003177802837215592,0.9797805378401805,0.002697303150077947,0.9791047784675799,0.003561896652439332,0.9585714835480392,0.003541047202512002,0.9588087925500706,0.003454911760033109,0.9584188499372329,0.003616007716385416,0.7864291386878349,0.006701662320884887,0.8175774291522006,0.0058787285333123645,0.7946306944637993,0.006279334942222753,0.9905107091831005,0.002289463965314312,0.990508819374412,0.0023614094727137185,0.9905310715293192,0.002202648122640568,1.0,0.0,1.0,0.0,1.0,0.0,0.9927231108173172,0.0025416678601506535,0.9930972484216006,0.002384504353139075,0.9924669963770949,0.002629176855067032,0.4926315026272887,0.04836142679611639,0.9198529099457704,5.260151910798568,12,0.014721811915312653
openml,colic,368,26,368,26,2,"{'2': 244, '1': 124}","{'binary': 4, 'numeric': 7, 'categorical': 15}",0.7188998114235108,0.06818273002829964,0.7172537024425449,0.06665625698617024,0.7320051020408164,0.0671487150157814,0.7454874172066894,0.03633126144473618,0.7447346049862598,0.03751439188627397,0.7507414965986394,0.037905347920713345,0.6997819720081094,0.05450423627293132,0.7049732440588198,0.0456892642291632,0.7231785714285713,0.04720640772557358,0.6476293464975182,0.019361023348009373,0.6881180794680397,0.02907524073894533,0.701826530612245,0.026352848558478352,0.8350647754160738,0.023810358999171322,0.8461171378524602,0.019812488308476116,0.8302227891156463,0.030962579802875326,0.824099610042413,0.02943395484740405,0.8269089053247489,0.0358279162089754,0.833938775510204,0.035932441261979184,0.29725303377414425,0.01671690955361521,0.6846882458828583,16.561130782558596,4,0.0109007996001999
openml,nursery,12960,8,12960,8,5,"{'recommend': 2, 'priority': 4266, 'not_recom': 4320, 'very_recom': 328, 'spec_prior': 4044}","{'categorical': 7, 'binary': 1}",0.6221761852621315,0.045552855519300835,0.6588181431779618,0.03435391132155773,0.6282002912312272,0.05597615901671298,0.5414604803363583,0.0050217955339644585,0.5687705968125957,0.004496467905340543,0.6530240625195967,0.005070215130940453,0.763739077095664,0.007255549483362184,0.7930979962473677,0.004180361681640634,0.8250362208972423,0.005666460576478154,0.9047364011279073,0.0047464433761608684,0.895606099619479,0.0060341941269376875,0.9185873776458301,0.0026116806362243327,0.9832686140756293,0.0027971220895494212,0.9819661233327015,0.0025509349454111868,0.9847829061829628,0.0035133947532799466,0.9079912811994942,0.009041444618642714,0.8977296770883434,0.00902034565675565,0.9310749092007511,0.004686145280315518,0.6173410780199788,0.0034496296311516154,0.10253550755707455,8.0,7,0.0
openml,colic,368,22,368,22,2,"{'no': 136, 'yes': 232}","{'binary': 2, 'numeric': 7, 'categorical': 13}",0.6996121500770436,0.06813278264343685,0.7024612157170129,0.0636120230215705,0.709177642688281,0.06715418852221615,0.8001760951639282,0.032386529561135066,0.8022702231346999,0.031896768625628784,0.8094927291504534,0.03217599548973756,0.7799267651093773,0.03249273489868251,0.7807961484134509,0.03217240652788204,0.7828198953545855,0.03125895287042274,0.6731569879029837,0.06234630145467856,0.6736262197489663,0.05913595691310254,0.6814645952943825,0.05926416268928752,0.848834302415491,0.028615773947203497,0.8605224097547595,0.03415920109377868,0.8443939082468221,0.02846605110324677,0.8353310299813606,0.02708267889982702,0.8427736071652621,0.030185113496267388,0.8336631034364614,0.02718191567402548,0.4455634096439436,0.05144798836006164,0.4629462265801533,17.60003835919685,4,0.011240118577075098
openml,optdigits,5620,64,5620,64,10,"{'0': 554, '7': 566, '4': 568, '6': 558, '2': 557, '5': 558, '8': 554, '1': 571, '9': 562, '3': 572}","{'numeric': 61, 'binary': 3}",0.9534298372128884,0.004980760161077782,0.9538809809223411,0.004833732951383027,0.9536222394517084,0.004909469705078956,0.9368031192846515,0.003975746124028825,0.9373540264392579,0.0039820364079002175,0.9370247727063455,0.004001017302307205,0.8941029444515705,0.0074021243949334205,0.9011137274983578,0.0059143190526222906,0.8934457914866473,0.007645989920910899,0.9698714400959819,0.004859222587868214,0.9702156432287576,0.004701454055414641,0.969890069384237,0.004869813686179773,0.9728007728042319,0.0021513206009914983,0.9730467022185703,0.0019972719819343174,0.9727903444010904,0.0021997070691191535,0.9537205610477475,0.004506796331767414,0.954516863033071,0.004350083838575487,0.9537723892622537,0.004513211674077929,0.46501934671101425,0.06117803663861151,0.9267044952697325,17.140980811238883,29,0.006872775800711744
openml,credit-approval,690,15,690,15,2,"{'+': 307, '-': 383}","{'binary': 4, 'numeric': 6, 'categorical': 5}",0.7954564772986421,0.033786951930568125,0.797073138551992,0.032540293250198575,0.7986942863143147,0.03542793188934783,0.8635649485828283,0.03184927908087799,0.8684055557184877,0.02783520497120874,0.871142626890769,0.030789784104592148,0.5359081920185381,0.036592783749420356,0.7327661582495063,0.07462137023934949,0.5869726296415043,0.02882463222772113,0.6505032048340208,0.035935711082565054,0.7002362144227336,0.05159578247863938,0.6559645321418541,0.03459495112127971,0.8722763831047325,0.03683731182484732,0.8751139202266881,0.03479917781276458,0.8727376286492878,0.03571238586292005,0.8559839233643336,0.036357241372613175,0.8585742966211786,0.03139522872127198,0.8612862199727962,0.03426327042212636,0.37768871129300235,0.03387603334895076,0.9275702702158708,10.087763133053194,1,0.03161567364465915
